57;63
57;63
58;63
60;63
62;63
64;63
66;64
69;66
71;66
73;68
75;68
77;69
78;69
80;69
81;69
82;69
83;69
85;69
86;70
89;71
90;71
91;71
92;72
94;73
96;73
98;73
99;73
100;73
100;73
102;73
103;73
106;74
113;74
116;75
119;76
125;78
129;78
133;78
134;78
136;79
138;80
139;80
139;81
140;81
140;82
141;82
143;82
146;82
149;82
150;82
152;83
153;83
154;83
155;83
156;83
157;83
158;83
160;83
161;83
163;83
165;84
167;84
169;85
171;86
172;86
175;86
178;86
180;86
182;87
186;87
187;87
188;87
189;87
191;87
192;87
194;87
195;88
198;88
200;88
204;88
206;88
207;88
208;88
210;89
212;89
213;89
214;89
216;90
218;90
221;90
222;91
224;91
226;92
228;92
230;92
234;92
235;92
238;93
239;93
241;95
242;95
243;95
245;96
247;96
249;97
253;97
256;97
258;98
263;98
265;98
267;98
269;98
269;99
270;99
271;99
273;99
276;100
276;100
280;100
284;102
287;103
292;103
296;104
300;104
303;104
305;104
308;104
310;105
312;106
316;106
320;108
326;109
328;109
329;109
332;109
334;109
336;109
340;109
341;110
342;110
344;111
346;112
349;112
353;112
363;115
374;117
384;118
395;121
403;121
413;121
422;122
426;124
429;125
430;125
431;125
432;125
432;126
433;126
436;127
440;127
442;127
443;127
444;127
445;128
446;128
446;129
447;129
448;129
448;130
449;135
451;139
452;146
454;156
458;164
461;175
463;188
465;196
469;212
479;228
482;241
485;254
493;276
501;298
509;320
513;339
515;352
520;370
522;383
524;396
525;401
525;408
525;411
525;413
526;416
526;418
526;419
